Image_ID,True_Label,Predicted_Label
773610c5f5a2d1ab,Normal,Normal
03d55c6305c6c1c6,Normal,Normal
f7730821ba4188b3,Normal,Bacteriana
fb4d402d73f1db26,Normal,Normal
fae872b0f2e2e45f,Normal,Normal
995f8842adf7e048,Normal,Normal
f2d58969550cf809,Normal,Bacteriana
768705fb44788db9,Normal,Normal
9a2551a4cfb967f2,Normal,Normal
1adb613eafca7c3b,Normal,Normal
5da880e30f68ff14,Normal,Normal
0219885163c608ed,Normal,Normal
ee6f526e753442d4,Normal,Normal
90c54b37b1760257,Normal,Normal
980aa3019a9fc5ad,Normal,Normal
9eeb254769a039dc,Normal,Bacteriana
f013749a31caae4c,Normal,Normal
f9aea5dd2cf4af89,Normal,Normal
cc8c98df8fce2c18,Normal,Normal
c64831555286638d,Normal,Normal
83fe30192e6cc83b,Normal,Normal
65e8a161b120bcb9,Normal,Normal
b774c5d14a9e0533,Normal,Normal
938b069576615a75,Normal,Bacteriana
a6bd9a99d4d3b1f2,Normal,Normal
b322897cd39a96ca,Normal,Bacteriana
23fea62508c02165,Normal,Bacteriana
0bb4ca782a9b4a2e,Normal,Normal
be0ffd8c29159ed2,Normal,Normal
a1e58d5ff033c887,Normal,Normal
7bde28276277d8d4,Normal,Normal
22f52f198885d5ec,Normal,Normal
37819973f90949dc,Normal,Normal
82643e561aa08074,Normal,Normal
71d39314d2a4eef7,Normal,Bacteriana
cbde057810f51536,Normal,Normal
80ad1314307c4b61,Normal,Normal
4c83f9edfb21d563,Normal,Normal
3091fe5d4f134d31,Normal,Normal
3159b102f2ae91ac,Normal,Normal
3ae657b75134bedd,Normal,Normal
d0fee37ce6f3e6cb,Normal,Normal
85071dfd6c156a3d,Normal,Normal
13a6b0c6142e5371,Normal,Normal
800743a6ff24815f,Normal,Normal
c6844095c8491f9e,Normal,Bacteriana
af6b445f47b7eb79,Normal,Normal
126148a7a27627a2,Normal,Normal
d32cdf35380036a8,Normal,Normal
f610fc7b702c9328,Normal,Normal
5ebd8ccf45b5f54a,Normal,Normal
a6337ed06a66d59f,Normal,Normal
187aa087ff6c783f,Normal,Bacteriana
e3c2384493b59d1d,Normal,Normal
ac58cce8b0fac37d,Normal,Normal
a0e7e9676e792b71,Normal,Normal
0d7cadaf409166f9,Normal,Normal
920e098d0bea3eb9,Normal,Normal
37cb1e981d9aa186,Normal,Normal
9bf3aada3eeddc89,Normal,Normal
3afa71a136d01393,Normal,Normal
3c704c172e498dfc,Normal,Bacteriana
5e959232df617895,Normal,Normal
06bbbe6368ca279d,Normal,Normal
1432262d71e973a2,Normal,Normal
31343beec823cd3e,Normal,Normal
1d74573cde281a88,Normal,Normal
4c9d377ee26ed046,Normal,Normal
6a12653eaebd81cf,Normal,Normal
e56cab52f3dfe7a8,Normal,Normal
d2bfe5ed43ca1c08,Normal,Normal
a6a4a732cae0cf9d,Normal,Normal
0ffd80467081ded7,Normal,Bacteriana
8cc57dc32f3bffd2,Normal,Bacteriana
62e6979b1e48b839,Normal,Normal
028106366dd914e6,Normal,Normal
f425103d998217ce,Normal,Bacteriana
6790885391ef3428,Normal,Normal
060412f5626916ce,Normal,Normal
b58c8f65a5987543,Normal,Normal
433a1e627693d2e2,Normal,Normal
50eae381f07e42ec,Normal,Normal
500814c2c2e96901,Normal,Normal
4ef8d438a63ed53b,Normal,Normal
7044cf4888c8f4b2,Normal,Normal
e1c3f7890706e00a,Normal,Bacteriana
401ca8c46d8deea5,Normal,Normal
135d4bc2ff5c14f9,Normal,Normal
66b4e2d0b7fac5fe,Normal,Normal
9630b25e7cf786f5,Normal,Normal
860b770b8707027f,Normal,Normal
e48f17eb21619f76,Normal,Normal
a3e8d060beac3bba,Normal,Normal
06c0f118557453f3,Normal,Bacteriana
37ee140d34d6cf45,Normal,Normal
348175e27c84e918,Normal,Normal
ee2561a9bb1219c3,Normal,Normal
9fc2194476025ca2,Normal,Normal
5a81003ee250b830,Normal,Normal
136a93942f0dd3b9,Normal,Normal
b979e56d31946ae1,Normal,Normal
0952ce89281c4086,Normal,Normal
e53dacdd6d07d86b,Normal,Bacteriana
7481ffacf09fb332,Normal,Bacteriana
468d83e0b2bfabb6,Normal,Normal
047e26271bb0bffb,Normal,Normal
3e21412de782044a,Normal,Normal
e0648ea0c039ff65,Normal,Normal
5f136972b22e9ca2,Normal,Normal
